Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation_Risk_Original,Location,Gender Diversity (%),Automation_Risk_New
"Engineer, civil (consulting)",Finance,Decreasing,High,51815.25,Master’s Degree,1,2896,9862,71.08,52.52,India,45.96,53.52438499499689
Toxicologist,Education,Increasing,Low,48047.26,PhD,13,6419,3381,89.37,53.31,Brazil,68.11,8.038310448655063
Lexicographer,Education,Increasing,Low,147171.38,Associate Degree,13,6279,1222,99.29,87.21,India,47.33,18.02775109144129
Occupational therapist,Retail,Increasing,Moderate,81445.13,High School,8,1623,8449,30.05,90.45,India,20.73,58.23098543806882
Immunologist,Finance,Decreasing,Moderate,73552.4,High School,4,6380,5795,33.79,29.38,Australia,53.56,70.89959447816409
"Engineer, materials",Manufacturing,Increasing,Low,47470.41,Bachelor’s Degree,12,5164,2930,67.22,81.84,UK,73.14,35.657511997626784
"Designer, blown glass/stained glass",Transportation,Increasing,Low,77940.37,PhD,1,8989,2895,59.81,94.07,China,49.24,13.813274207464627
Personal assistant,Transportation,Increasing,Low,122515.89,PhD,8,1115,7692,14.14,90.53,UK,25.4,25.046701536450936
"Engineer, petroleum",IT,Decreasing,Moderate,68722.39,Bachelor’s Degree,11,1079,5901,85.22,40.28,USA,45.06,38.48537507683718
"Scientist, marine",Healthcare,Decreasing,High,93277.08,High School,18,7602,1102,63.47,95.06,UK,73.26,71.31779113162519
Meteorologist,Transportation,Decreasing,Low,57614.01,High School,16,2903,6139,97.05,62.53,Germany,54.93,45.85351192087632
Magazine journalist,Transportation,Decreasing,High,102475.0,PhD,1,9899,8378,95.12,64.37,India,34.99,41.86325797169563
Optometrist,Entertainment,Decreasing,High,86013.29,PhD,1,352,2817,75.76,53.64,China,74.77,40.85543521382199
Corporate investment banker,IT,Decreasing,Moderate,134966.3,Associate Degree,6,1622,4667,17.79,32.84,Canada,62.8,58.42199843008415
Video editor,Manufacturing,Decreasing,High,79034.55,PhD,7,8303,9896,63.2,38.02,USA,20.68,56.333662210743476
"Therapist, occupational",Entertainment,Increasing,Moderate,135483.25,Bachelor’s Degree,8,6168,9035,59.65,37.2,USA,73.49,26.14810918712882
"Teacher, early years/pre",Finance,Decreasing,Low,56220.97,Master’s Degree,6,2313,1253,74.91,67.89,Canada,34.83,34.325136809983846
Health promotion specialist,Entertainment,Increasing,High,44239.76,High School,12,2167,7414,65.51,79.8,Brazil,48.35,53.30665185011597
Clinical research associate,Transportation,Increasing,Moderate,74123.54,Master’s Degree,15,4359,4273,69.72,80.2,Germany,78.35,31.550977037206078
Phytotherapist,Entertainment,Decreasing,High,54462.61,High School,2,868,122,26.43,83.26,UK,31.13,79.4702080721022
Tourist information centre manager,Transportation,Decreasing,High,37789.54,Bachelor’s Degree,11,6407,1528,69.53,39.89,Germany,76.99,59.80819914393214
Newspaper journalist,Healthcare,Decreasing,Moderate,75243.27,PhD,10,7658,621,88.26,99.9,Canada,49.05,29.29027112686965
Equities trader,Finance,Decreasing,Moderate,58718.86,Bachelor’s Degree,14,4532,8454,3.36,86.89,India,79.03,56.55096280799235
Drilling engineer,Transportation,Increasing,Moderate,58669.84,Bachelor’s Degree,3,3191,1309,75.48,45.92,China,33.01,34.75457933780705
Microbiologist,Transportation,Increasing,Low,131332.23,Bachelor’s Degree,0,6120,5457,73.99,76.54,Germany,21.74,27.035983529557928
"Designer, interior/spatial",Retail,Decreasing,High,57115.15,PhD,5,3180,1973,76.2,73.65,Brazil,31.91,53.37786333075051
"Accountant, chartered management",IT,Increasing,Low,99066.06,Associate Degree,15,7572,3519,62.79,55.61,Canada,72.96,17.196483485544263
Commissioning editor,Healthcare,Increasing,Moderate,129551.3,High School,19,6289,9276,43.66,1.47,Germany,50.55,51.492144015300205
Research scientist (medical),Finance,Increasing,Low,103458.84,PhD,8,3679,7316,76.21,25.2,USA,33.75,9.408416320375833
Interpreter,Retail,Increasing,High,46779.38,Associate Degree,18,1436,4098,74.44,89.79,India,67.14,52.32098154395646
"Designer, graphic",Transportation,Increasing,Low,51026.93,Associate Degree,4,6456,608,94.4,50.65,Germany,48.64,25.582916147652664
"Embryologist, clinical",Transportation,Increasing,High,148027.37,Associate Degree,14,526,6066,77.54,12.59,Brazil,37.71,48.720286268937535
Community arts worker,Finance,Increasing,High,93021.78,Associate Degree,7,8104,2159,23.33,85.26,Germany,61.46,63.51233287735386
"Producer, radio",Manufacturing,Increasing,High,43941.24,Associate Degree,2,9063,1016,99.57,59.56,India,79.67,57.26251640978835
Education administrator,Finance,Decreasing,Low,118288.43,Master’s Degree,3,7222,6247,78.44,4.7,UK,58.03,28.799482362415812
Company secretary,Finance,Decreasing,High,136381.34,Bachelor’s Degree,10,2089,4560,83.94,33.73,Australia,66.35,59.94220722513277
Youth worker,Entertainment,Increasing,High,127011.56,PhD,13,3006,6312,82.3,20.72,Canada,30.24,24.993864773394623
Passenger transport manager,Finance,Decreasing,Low,127678.37,Associate Degree,18,1230,4065,24.62,51.82,Canada,70.11,51.49828106442077
Warden/ranger,Finance,Decreasing,Low,110356.65,PhD,2,9327,1782,16.8,32.25,India,65.92,36.361508094926954
Financial risk analyst,IT,Increasing,High,106130.16,Master’s Degree,17,4893,1057,88.93,3.46,India,33.0,30.43330054961877
Medical laboratory scientific officer,Entertainment,Decreasing,Moderate,100779.01,Associate Degree,18,5556,2055,80.45,99.2,Australia,26.98,49.92149107139579
Sports therapist,Entertainment,Decreasing,Moderate,70772.89,Master’s Degree,18,7727,2242,22.15,70.98,India,62.83,51.308453697447284
"Investment banker, corporate",Healthcare,Increasing,Moderate,88555.88,Bachelor’s Degree,14,2998,6924,25.49,21.42,UK,52.77,33.36344974368801
Trade mark attorney,IT,Increasing,Moderate,144907.53,High School,10,1606,7414,91.16,41.26,India,53.8,37.07029526899564
Veterinary surgeon,Education,Increasing,High,31824.39,PhD,13,7504,7374,40.73,57.9,India,24.73,35.51981919641901
"Accountant, chartered public finance",Healthcare,Increasing,Moderate,120735.87,Associate Degree,7,5333,525,31.69,35.43,Australia,73.95,48.01306898916316
Horticultural therapist,Finance,Increasing,Low,138184.58,Bachelor’s Degree,18,4193,1792,86.87,93.83,Canada,47.03,16.063479836004873
Press photographer,Education,Increasing,Low,31662.96,Master’s Degree,4,1393,1746,36.5,32.89,Canada,60.64,16.378904817934057
Television production assistant,Entertainment,Increasing,Low,92368.27,Master’s Degree,6,4277,132,73.5,89.92,Australia,32.41,14.621181294355335
Database administrator,Education,Decreasing,Low,96385.41,PhD,7,5720,1122,70.24,27.29,Brazil,42.43,21.59393381201093
Commercial horticulturist,Finance,Increasing,High,63725.43,High School,4,5314,9869,86.0,53.84,Germany,70.86,55.72940279245067
"Education officer, environmental",Retail,Decreasing,Low,89800.49,Associate Degree,15,7440,5983,35.31,43.8,Australia,72.51,54.550734039968766
Sales executive,Retail,Decreasing,High,38680.82,High School,16,5497,7039,24.49,93.24,Australia,28.2,90.2300659186035
Technical sales engineer,Transportation,Increasing,Moderate,84397.34,High School,7,2042,7568,76.21,24.85,UK,42.34,44.52743836625928
Mechanical engineer,Entertainment,Decreasing,Moderate,107265.02,Bachelor’s Degree,12,1079,304,25.75,2.22,Brazil,27.05,47.77800694772536
Retail manager,Manufacturing,Increasing,High,63469.6,Master’s Degree,15,2058,4859,27.46,22.57,China,25.79,61.34872118008418
Health and safety inspector,Manufacturing,Decreasing,High,83655.53,Master’s Degree,10,761,4011,74.19,40.98,Germany,53.62,65.62284229435713
"Investment banker, operational",Healthcare,Decreasing,Low,97704.94,High School,0,2801,3404,57.71,50.85,Canada,36.27,49.39031189450265
Sport and exercise psychologist,Manufacturing,Decreasing,Low,92758.26,High School,17,7021,4652,88.22,20.39,China,47.03,59.81334819524828
Claims inspector/assessor,Transportation,Increasing,High,110443.49,Master’s Degree,6,6186,4988,80.05,43.47,India,44.84,42.637802474055384
"Designer, graphic",IT,Decreasing,Moderate,31338.61,Bachelor’s Degree,7,2219,1878,28.57,79.94,Germany,56.13,46.948283067096426
Minerals surveyor,Finance,Increasing,Moderate,46847.84,PhD,14,6918,3326,80.81,49.84,Brazil,53.04,12.145427310425342
Human resources officer,Finance,Increasing,High,118917.81,Bachelor’s Degree,11,2131,1105,54.89,92.65,Canada,61.0,49.75200653665518
Manufacturing systems engineer,Entertainment,Decreasing,Low,31375.13,High School,19,745,5143,46.96,60.73,Australia,56.93,52.68240160807063
Illustrator,Finance,Decreasing,High,115544.89,High School,7,735,5273,97.69,5.54,Germany,40.22,66.59501330149362
Youth worker,Transportation,Increasing,High,58067.01,High School,8,7295,7342,82.47,15.57,Australia,50.61,63.089034479131286
Nature conservation officer,Retail,Increasing,Moderate,128144.47,Associate Degree,6,1200,8161,12.93,6.65,Canada,41.12,59.21047833115473
Translator,Finance,Increasing,Low,147702.14,Associate Degree,2,3947,4575,13.97,36.18,Germany,31.46,40.54447869646768
Illustrator,Healthcare,Increasing,Low,139108.04,Master’s Degree,13,4862,6505,48.18,85.1,India,54.91,18.8646684137625
Patent examiner,Transportation,Decreasing,Moderate,47332.63,PhD,6,4467,6778,74.23,90.13,Germany,43.55,35.28496832990635
"Administrator, sports",Transportation,Increasing,Moderate,78210.86,Bachelor’s Degree,5,3432,6733,46.26,35.66,USA,64.94,44.304904573208574
"Psychologist, occupational",Finance,Increasing,Moderate,80717.04,Bachelor’s Degree,17,2629,4326,34.41,89.44,Canada,71.73,36.23540644386116
"Designer, industrial/product",IT,Increasing,High,95423.32,PhD,6,7932,4747,94.64,8.18,Canada,54.7,21.881522241338338
Podiatrist,IT,Increasing,High,105807.79,PhD,16,8432,569,56.43,33.35,China,52.05,31.43652696829273
"Designer, multimedia",Entertainment,Increasing,High,76304.47,Bachelor’s Degree,13,8856,6591,56.64,40.6,Canada,68.48,34.78370038322999
Building surveyor,Manufacturing,Decreasing,Moderate,147456.18,PhD,18,2062,163,37.9,50.96,Brazil,43.82,59.48873007000665
"Conservation officer, nature",Finance,Increasing,High,144981.66,Bachelor’s Degree,13,3303,5320,48.56,13.43,China,47.91,46.2299623898131
Community education officer,IT,Increasing,Moderate,116134.44,Associate Degree,6,7011,8215,5.61,19.96,UK,54.09,47.08170512805056
"Production assistant, radio",Finance,Increasing,High,31281.2,Associate Degree,15,5513,3419,65.53,35.21,Canada,42.84,50.48761033772307
Mechanical engineer,Manufacturing,Decreasing,Moderate,64224.36,Bachelor’s Degree,11,5441,753,5.62,87.62,Australia,47.44,72.65016514366364
Television/film/video producer,Finance,Increasing,Moderate,138364.85,Bachelor’s Degree,7,9252,8966,65.84,47.85,China,37.46,36.13637395225371
Insurance underwriter,IT,Increasing,High,99217.84,Associate Degree,0,7333,1541,79.8,20.75,UK,79.33,42.00485908338703
Waste management officer,Entertainment,Increasing,High,117759.93,Master’s Degree,12,8950,4761,89.11,1.25,Brazil,61.38,25.816054342726943
"Engineer, energy",Entertainment,Decreasing,Moderate,51482.74,PhD,1,7335,6947,34.55,32.28,Canada,49.01,39.93006859829042
Travel agency manager,IT,Decreasing,Moderate,41355.77,Master’s Degree,0,7766,5411,94.14,98.04,Australia,76.84,35.47959095815799
Air cabin crew,IT,Increasing,High,56219.4,Associate Degree,4,6394,2420,97.7,52.86,Brazil,63.01,41.586814267766215
"Conservation officer, nature",Education,Increasing,High,100125.27,Associate Degree,14,5532,6827,15.76,9.37,UK,22.19,55.16306240806166
Counselling psychologist,Healthcare,Decreasing,High,78523.23,High School,10,5392,4723,28.52,40.26,UK,73.07,78.9492940775947
Cytogeneticist,Retail,Decreasing,Low,123727.48,PhD,10,2227,1708,80.69,91.09,Brazil,47.42,31.317971283286155
Biomedical scientist,IT,Decreasing,Moderate,131350.74,High School,6,3473,7146,49.42,4.48,Australia,21.84,64.09521744362672
"Scientist, forensic",Finance,Increasing,Moderate,69490.12,Master’s Degree,3,9122,2696,81.12,92.15,USA,35.09,24.912623250696484
"Education officer, environmental",IT,Decreasing,Low,92596.45,Bachelor’s Degree,20,2668,5539,20.84,62.71,UK,75.91,40.7599349789606
Fine artist,IT,Decreasing,Moderate,73884.32,Master’s Degree,12,7578,2671,12.7,79.96,UK,29.2,47.71166864366079
Primary school teacher,Healthcare,Decreasing,Moderate,121614.35,Bachelor’s Degree,8,8242,2231,92.09,50.9,India,69.03,35.63417266947954
Retail buyer,Retail,Decreasing,High,143049.87,High School,12,3658,4589,20.02,75.88,USA,20.19,84.11396639925266
"Surveyor, commercial/residential",Finance,Increasing,Moderate,72523.76,High School,16,4171,3138,82.27,65.67,Australia,74.21,44.50152394212082
Statistician,Manufacturing,Increasing,Moderate,127024.7,PhD,6,7999,7827,97.69,97.86,Brazil,66.1,32.499738914465546
"Surveyor, commercial/residential",Transportation,Decreasing,Low,31724.75,High School,13,6730,5264,57.77,50.92,China,53.42,52.717886187364435
"Programme researcher, broadcasting/film/video",Healthcare,Decreasing,High,127506.0,High School,12,9851,5610,32.07,16.87,Australia,69.82,76.19657726621013
"Designer, fashion/clothing",Healthcare,Decreasing,Low,145631.19,High School,11,9369,2754,51.86,22.31,China,43.11,51.1127753717089
"Development worker, international aid",Entertainment,Increasing,High,112231.93,High School,6,5591,9400,72.34,70.88,USA,45.51,53.51119491613646
"Engineer, mining",Manufacturing,Increasing,Moderate,106018.5,Master’s Degree,19,3547,4516,60.44,15.2,UK,37.07,40.880939722230515
Communications engineer,IT,Decreasing,Low,51680.64,Associate Degree,2,7967,1382,14.94,1.89,Brazil,29.05,55.30365270026847
Cabin crew,Retail,Decreasing,Low,116550.16,Associate Degree,16,1520,7143,21.97,32.52,Australia,22.16,59.898342572917045
Race relations officer,Entertainment,Increasing,Low,141025.69,High School,4,535,9053,55.99,93.43,China,67.03,33.144139407105776
"Engineer, electrical",Education,Increasing,High,53386.03,Bachelor’s Degree,1,4369,5248,8.11,25.27,China,73.3,50.04427338377947
Armed forces training and education officer,Transportation,Increasing,High,59387.76,High School,7,8553,6624,54.46,49.1,Germany,77.09,70.78164833607507
Research scientist (medical),Retail,Increasing,High,42961.94,Bachelor’s Degree,11,4018,4564,32.63,97.76,Australia,56.57,59.391159964415024
Risk manager,Entertainment,Decreasing,Moderate,87900.11,High School,20,8002,769,76.05,98.03,India,52.64,52.67740727851347
Paramedic,Transportation,Increasing,High,97801.32,High School,3,5874,7189,83.62,27.07,India,79.26,61.83831807760747
Economist,Transportation,Decreasing,Low,61343.09,Bachelor’s Degree,4,6061,2158,10.25,14.87,Germany,76.19,52.061169823969
Secretary/administrator,Healthcare,Decreasing,Low,142415.52,Associate Degree,11,1779,1762,18.59,22.17,Brazil,42.04,44.82554829025993
Television production assistant,Retail,Decreasing,Moderate,148660.5,Bachelor’s Degree,7,6755,4218,48.51,88.7,Brazil,66.07,60.38886234031475
English as a second language teacher,IT,Decreasing,Moderate,111707.64,Associate Degree,6,833,7485,1.08,68.53,Germany,37.5,57.581047246300265
Herbalist,IT,Decreasing,Moderate,36404.42,Associate Degree,1,9580,3036,59.63,69.83,USA,30.66,49.465645851598914
Animator,Transportation,Increasing,Low,73529.82,Master’s Degree,10,8335,969,37.89,77.71,Australia,42.24,25.398751502253567
Waste management officer,Retail,Increasing,High,32181.66,Associate Degree,8,275,8945,16.36,79.78,UK,50.16,63.621092806214065
"Designer, jewellery",IT,Increasing,Moderate,53266.21,Bachelor’s Degree,5,1509,5081,23.52,16.25,China,61.04,35.93849545501652
"Designer, exhibition/display",Finance,Increasing,Moderate,136979.93,Associate Degree,6,4343,2360,38.29,83.6,China,59.69,48.58772603757164
"Civil engineer, consulting",Entertainment,Increasing,High,51486.62,PhD,18,5673,5977,68.03,1.66,USA,65.89,29.229554122805677
"Horticulturist, commercial",Transportation,Increasing,Moderate,63580.33,High School,3,1173,5601,16.05,78.94,Canada,35.47,60.92327228239681
Environmental manager,Finance,Decreasing,High,52506.31,PhD,4,1039,8504,17.93,81.79,India,52.8,60.80820615996652
"Investment banker, corporate",Manufacturing,Decreasing,Moderate,145478.27,PhD,19,7900,4866,47.89,21.49,UK,24.47,52.84707643738675
"Conservation officer, historic buildings",IT,Decreasing,High,129008.74,High School,17,1963,8444,6.99,95.07,Canada,73.43,74.24461484586519
"Designer, jewellery",Retail,Increasing,Moderate,127964.21,High School,19,5694,3346,4.85,64.77,Australia,50.88,65.55469624790774
Forensic psychologist,Retail,Increasing,High,67030.36,Associate Degree,6,6905,146,23.74,61.94,USA,59.81,64.59789042560361
Contractor,Retail,Increasing,High,139315.61,Master’s Degree,11,253,2999,11.26,36.38,Canada,55.57,58.0077988987762
Nature conservation officer,Entertainment,Decreasing,High,45170.97,Bachelor’s Degree,8,4660,6140,50.68,74.76,USA,69.4,60.77948649741154
Special effects artist,Education,Increasing,Low,67020.96,High School,1,343,9160,57.42,31.55,Brazil,57.89,32.25370592671614
Armed forces training and education officer,Education,Increasing,Moderate,30820.47,Bachelor’s Degree,5,7007,8790,52.33,68.29,Canada,33.23,29.55346756059101
IT sales professional,Retail,Decreasing,Low,63041.43,PhD,9,6663,6302,86.31,27.2,USA,53.1,24.374659367957307
"Surveyor, mining",Retail,Decreasing,Low,86711.49,Master’s Degree,1,2279,1238,25.83,5.81,China,45.73,52.41214520768402
Administrator,Entertainment,Decreasing,Low,118936.49,Associate Degree,2,9179,7073,85.12,94.4,UK,53.84,33.82158055428865
Financial risk analyst,Entertainment,Decreasing,High,147159.63,PhD,7,7672,8760,72.55,36.84,China,57.89,34.64167836534245
"Teacher, special educational needs",Retail,Decreasing,Low,112893.12,Bachelor’s Degree,2,1146,3154,14.18,25.84,Germany,70.9,51.30497282203846
Clinical psychologist,Education,Increasing,Moderate,101791.8,High School,11,5340,5774,62.64,49.99,Brazil,68.12,45.99132174359781
Occupational therapist,Education,Decreasing,Low,146638.0,PhD,1,5785,1357,79.02,12.88,UK,61.97,23.72608009116331
Photographer,Healthcare,Increasing,Low,130480.07,Bachelor’s Degree,2,2852,1931,39.62,3.49,UK,53.58,27.44388963337441
Comptroller,Transportation,Decreasing,High,116203.61,Bachelor’s Degree,0,8265,1544,30.43,46.63,China,67.89,70.40510321043861
